change_id,commit_hash,old_path,current_path
1_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableDoOnTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableDoOnTest.java
1_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableDoOnTest.java
2_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableThrottleWithTimeoutTests.java
3_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableZipTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableZipTests.java
3_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableZipTests.java
4_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java
4_change2,6518eb93be37d72044bfa66b9d00743e6356213b,src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java
4_change3,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java
5_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableEventStream.java,src/test/java/io/reactivex/rxjava3/observable/ObservableEventStream.java
5_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableEventStream.java
6_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableCombineLatestTests.java
7_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableSubscriberTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableSubscriberTest.java
7_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableSubscriberTest.java
8_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableMergeTests.java
9_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableCovarianceTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableCovarianceTest.java
9_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableCovarianceTest.java
10_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableErrorHandlingTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableErrorHandlingTests.java
10_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableErrorHandlingTests.java
11_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableThrottleLastTests.java
12_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableReduceTests.java
13_change1,9fec1c729c096ba7d7b4613efc310e3a6bd7572d,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java
13_change2,0b92c6f0464e4b1edcd92cfbb72270f28d820aa8,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java
13_change3,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java
13_change4,166c529eb165b473c9bff11e8fedbde6c471b005,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java
13_change5,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableTest.java
14_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableGroupByTests.java
15_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableScanTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableScanTests.java
15_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableScanTests.java
16_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableFuseableTest.java
17_change1,9fec1c729c096ba7d7b4613efc310e3a6bd7572d,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change2,9e2fa63aa044b67d28de351aee32685e4eaa8c2d,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change3,480889c58d3b762b073ef80229bf27f9d9429dd7,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change4,b57169babb184d0adc2fa28cf0425c4f0c1f8555,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change5,0b92c6f0464e4b1edcd92cfbb72270f28d820aa8,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change6,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change7,f1441b00f3cc174ab5ef47e3339156d8a7c2a1f5,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change8,faf6392ec86299c72d3c51c97c3a5d5bd717783d,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
17_change9,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableNullTests.java
18_change1,0b92c6f0464e4b1edcd92cfbb72270f28d820aa8,src/test/java/io/reactivex/rxjava3/observable/ObservableConcatTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableConcatTests.java
18_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableConcatTests.java
19_change1,0bd2a0152b64723ac3daf3e2fbad3d59c7f3bbb8,src/test/java/io/reactivex/rxjava3/observable/ObservableStartWithTests.java,src/test/java/io/reactivex/rxjava3/observable/ObservableStartWithTests.java
19_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/observable/ObservableStartWithTests.java
20_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/ZipTckTest.java
21_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/ToSortedListTckTest.java
22_change1,0b92c6f0464e4b1edcd92cfbb72270f28d820aa8,src/test/java/io/reactivex/rxjava3/tck/CombineLatestIterableDelayErrorTckTest.java,src/test/java/io/reactivex/rxjava3/tck/CombineLatestIterableDelayErrorTckTest.java
22_change2,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/CombineLatestIterableDelayErrorTckTest.java
23_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/PublishTckTest.java
24_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/OnBackpressureBufferTckTest.java
25_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/ElementAtTckTest.java
26_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/ReplayProcessorSizeBoundAsPublisherTckTest.java
27_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/TimerTckTest.java
28_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/ConcatMapTckTest.java
29_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/FilterTckTest.java
30_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/FirstTckTest.java
31_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/ConcatTckTest.java
32_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/SingleTckTest.java
33_change1,a1693ecc9215027a7a3eae75272979ebb4d79a27,None,src/test/java/io/reactivex/rxjava3/tck/DelayTckTest.java
