items,antecedent,consequent,support_low,support_high,confidence_low,confidence_high,lift_low,lift_high
+Coupling,,+Coupling,0.3856570925965242,,0.3856570925965242,,1.0,
+Size,,+Size,0.4605865760820115,,0.4605865760820115,,1.0,
"+Contributor, +Complexity",+Contributor,+Complexity,0.09091322677504474,,0.31338212232096185,,1.0744017838249384,
"+WordsPerComment, +Complexity",+WordsPerComment,+Complexity,0.04020199569318492,,0.3112598332746272,,1.0671257110219126,
"+Complexity, ExtractionRefactoring",ExtractionRefactoring,+Complexity,0.02782748475933396,,0.5775889203651243,,1.9802104911467726,
"HighHunksCount, +Complexity",HighHunksCount,+Complexity,0.11416092930150738,,0.3990035511740075,,1.3679469778265778,
"+Complexity, LowChangeSet",LowChangeSet,+Complexity,0.11736071092778502,,0.3913527180783818,,1.341716800224844,
"LowCodeChurn, +Complexity",LowCodeChurn,+Complexity,0.09320311789148039,,0.3032067094227923,,1.0395163165622217,
"MajorContributor, +Complexity",MajorContributor,+Complexity,0.2326135088411028,,0.3501255421136727,,1.2003732191982843,
"RenameRefactoring, +Complexity",RenameRefactoring,+Complexity,0.010600224439659094,,0.33222433460076045,,1.139000575659943,
"+Contributor, +Coupling",+Contributor,+Coupling,0.12611082466409876,,0.43470987976999476,,1.1271927526166095,
"+Contributor, +Size",+Contributor,+Size,0.14097236965818447,,0.4859383167799268,,1.0550422917523354,
"+NumPullRequests, +Coupling",+NumPullRequests,+Coupling,0.1285978587243335,,0.4090097911541986,,1.0605530120046465,
"+WordsInDiscussion, +Coupling",+WordsInDiscussion,+Coupling,0.14682599860483456,,0.4019428761208901,,1.0422286633307276,
"+WordsPerComment, +Coupling",+WordsPerComment,+Coupling,0.05727760759455279,,0.44346600915815426,,1.1498971953877948,
"-WordsPerComment, +Coupling",-WordsPerComment,+Coupling,0.0777349792241667,,0.37345184321725194,,0.9683520681621655,
"ExtractionRefactoring, +Coupling",ExtractionRefactoring,+Coupling,0.02474902186770192,,0.5136921624173749,,1.3319920008700616,
"HighCodeChurn, +Coupling",HighCodeChurn,+Coupling,0.06428376452033606,,0.34100233287748377,,0.8842112317489299,
"HighHunksCount, +Coupling",HighHunksCount,+Coupling,0.13771192866458404,,0.48131658451264114,,1.2480428695659858,
"LowChangeSet, +Coupling",LowChangeSet,+Coupling,0.12744533074520034,,0.4249810366624526,,1.10196608547031,
"LowCodeChurn, +Coupling",LowCodeChurn,+Coupling,0.10636620060052773,,0.3460286137148495,,0.8972442627338526,
"MajorContributor, +Coupling",MajorContributor,+Coupling,0.27196627339176854,,0.4093585939283269,,1.0614574496017355,
"MinorContributor, +Coupling",MinorContributor,+Coupling,0.1136908192047557,,0.3387402855593711,,0.8783457949099936,
"RenameRefactoring, +Coupling",RenameRefactoring,+Coupling,0.011525279791331777,,0.36121673003802285,,0.9366267001756637,
"+NumPullRequests, +Size",+NumPullRequests,+Size,0.14324709593278942,,0.45560218009935854,,0.9891781562001811,
"+WordsInDiscussion, +Size",+WordsInDiscussion,+Size,0.16276424736889994,,0.44557455994686146,,0.9674067441069385,
"+WordsPerComment, +Size",+WordsPerComment,+Size,0.06344969821964756,,0.4912527885405658,,1.0665807777539178,
"-WordsPerComment, +Size",-WordsPerComment,+Size,0.08505959782839465,,0.4086405362086551,,0.8872176425217678,
"+Size, ExtractionRefactoring",ExtractionRefactoring,+Size,0.037214521852537076,,0.7724268177525968,,1.6770502178401732,
"+Size, HighCodeChurn",HighCodeChurn,+Size,0.06373783021443086,,0.3381063470356367,,0.7340777273878557,
"HighHunksCount, +Size",HighHunksCount,+Size,0.16196051075187287,,0.5660677373191286,,1.229014840454958,
"+Size, LowChangeSet",LowChangeSet,+Size,0.17422886779290891,0.04567930303743819,0.5809860935524652,0.31664853101196955,1.2614047471696517,1.7109495053534793
"LowCodeChurn, +Size",LowCodeChurn,+Size,0.1502532528585727,,0.48880118401578687,,1.061257990134631,
"+Size, MajorContributor",MajorContributor,+Size,0.3377210275696825,,0.5083314311800959,,1.1036609783642133,
"+Size, MinorContributor",MinorContributor,+Size,0.12286554851232902,,0.3660762696547985,,0.7948044703535072,
"+Size, RenameRefactoring",RenameRefactoring,+Size,0.014209456795365625,,0.44534220532319396,,0.9669022686494816,
"-Cohesion, ExtractionRefactoring",ExtractionRefactoring,-Cohesion,0.022838251797033755,,0.47403210576015103,,2.46558014813345,
